Administrative port,Home port,Port letters and numbers,Vessel name,Registry of Shipping and Seamen number,Licence number,Fish producer organisation,Overall length,Registered tonnage,Engine power,Vessel capacity units,Year built,Hull,Country of construction,Shellfish  licence (Y/N),Scallop licence (Y/N)
BELFAST,KILKEEL,B236,GIRL MARY,A14169,50086,NORTHERN IRELAND FPO LTD,19.96,56,249,227.618,1956,W,GBR,N,N
BELFAST,KILKEEL,N822,SEA HARVESTER,A10227,40014,NORTHERN IRELAND FPO LTD,19.97,73,221,223.264,1968,W,GBR,N,Y
BELFAST,PORTAVOGIE,B152,ILENE,A10509,50274,NORTHERN IRELAND FPO LTD,19.99,74,204,215.538,1968,W,GBR,N,N
BELFAST,PORTAVOGIE,B907,ELEGANT II,A10760,50273,ANGLO-NORTH IRISH FPO LTD,20.03,99,279,248.334,1971,W,GBR,N,N
BELFAST,PORTAVOGIE,B14,RHODANNA,A13869,50061,ANGLO-NORTH IRISH FPO LTD,20.2,82,272.29,242.115,1970,W,GBR,N,N
BELFAST,PORTAVOGIE,B313,SAGITTARIUS,A10713,44122,ANGLO-NORTH IRISH FPO LTD,20.21,146,399,320.616,1985,W,GBR,N,N
BELFAST,KILKEEL,B350,BENAIAH IV,C16038,50262,ANGLO-NORTH IRISH FPO LTD,20.34,104,451,341.059,1987,S,FRA,N,N
BELFAST,ARDGLASS,N29,SANCTA MARIA,C20118,50325,NORTHERN IRELAND FPO LTD,20.37,106,316,264.42,1979,S,FRA,N,N
BELFAST,KILKEEL,N258,ATLANTIC,C19259,50182,ANGLO-NORTH IRISH FPO LTD,20.4,112,368,302.484,1983,S,FRA,N,N
BELFAST,KILKEEL,N74,NORTHERN VIKING,C19260,50287,ANGLO-NORTH IRISH FPO LTD,20.4,112,420,325.884,1983,S,FRA,N,N
BELFAST,KILKEEL,N10,NORTHERN DAWN,A19645,50115,ANGLO-NORTH IRISH FPO LTD,20.5,86,335,271.7,1969,S,FRA,N,N
BELFAST,PORTAVOGIE,B221,SAPPHIRE STONE,A10680,50282,NORTHERN IRELAND FPO LTD,20.58,103,290.39,258.272,1968,W,GBR,Y,N
BELFAST,BELFAST,N76,NORTHERN OSPREY,C20533,41090,ANGLO-NORTH IRISH FPO LTD,20.6,120,375,302.65,1987,S,FRA,N,N
BELFAST,PORTAVOGIE,B22,ELLEN,A10433,50084,NORTHERN IRELAND FPO LTD,20.66,58,205,207.946,1969,W,DNK,N,N
BELFAST,ARDGLASS,B127,GOLDEN REAPER,A11659,50035,ANGLO-NORTH IRISH FPO LTD,20.86,125,309,269.842,1973,W,GBR,N,N
BELFAST,PORTAVOGIE,B420,AMBITIOUS,A19737,50140,NORTHERN IRELAND FPO LTD,21,68,415,315.06,1964,W,GBR,N,N
BELFAST,KILKEEL,N109,ACHILLES,C20348,50347,NORTHERN IRELAND FPO LTD,21.2,154,559,393.59,2004,S,DNK,N,N
BELFAST,PORTAVOGIE,B786,HERITAGE,A11719,50069,ANGLO-NORTH IRISH FPO LTD,21.31,88,242,239.956,1975,W,GBR,N,N
BELFAST,PORTAVOGIE,B58,AUBRIETIA,A14077,50272,NORTHERN IRELAND FPO LTD,21.33,126,465.5,347.693,1986,W,GBR,N,N
BELFAST,KILKEEL,B470,ZENITH,A10621,10048,ANGLO-NORTH IRISH FPO LTD,21.42,116,351,306.605,1972,W,GBR,N,N
BELFAST,PORTAVOGIE,B713,SILVER HARVESTER,B10695,50258,ANGLO-NORTH IRISH FPO LTD,22.12,164,500,376.743,1989,W,EIR,N,N
BELFAST,PORTAVOGIE,B903,ASPIRE,A10599,50015,NORTHERN IRELAND FPO LTD,22.66,138,309,285.887,1976,W,GBR,N,Y
BELFAST,KILKEEL,N273,OCEAN HARVESTER,A19781,50159,ANGLO-NORTH IRISH FPO LTD,22.78,151,490,374.493,1976,W,SWE,N,N
BELFAST,KILKEEL,B407,ANTARES,A19778,50268,ANGLO-NORTH IRISH FPO LTD,22.8,151,468.98,367.449,1976,W,GBR,N,N
BELFAST,KILKEEL,N294,ABILITY,A11605,44271,NORTHERN IRELAND FPO LTD,23.06,111,447,348.734,1980,S,GBR,N,N
BELFAST,KILKEEL,B788,STRATHMORE,A12275,50269,ANGLO-NORTH IRISH FPO LTD,23.09,202,533,403.789,1984,W,GBR,N,N
BELFAST,KILKEEL,N183,SPARKLING SEA,A24549,50191,NORTHERN IRELAND FPO LTD,23.21,195,525,401.041,1988,S,NLD,N,N
BELFAST,KILKEEL,N907,ARCANE,A11781,44315,NORTHERN IRELAND FPO LTD,24.45,158,428,367.906,1981,S,GBR,N,N
BELFAST,KILKEEL,N75,GERTRUDE ANN,A19693,50125,NORTHERN IRELAND FPO LTD,24.78,156,406,341.788,1972,S,DEU,N,N
BELFAST,KILKEEL,B74,VANQUISH,C19987,50326,NON-SECTOR,24.8,246,437,412.41,2003,S,GBR,N,N
BELFAST,KILKEEL,N396,BRIGHTER MORN,A10714,44123,NORTHERN IRELAND FPO LTD,25.15,152,383,344.879,1970,S,GBR,N,N
BELFAST,KILKEEL,N189,BONA FIDE,A19736,50139,NORTHERN IRELAND FPO LTD,25.41,155,403,344.482,1968,S,NLD,N,N
BELFAST,KILKEEL,N96,KARIMA,B10980,50206,NORTHERN IRELAND FPO LTD,26.1,158,559,439.731,1978,S,GBR,N,N
BELFAST,KILKEEL,N191,GLENRAVEL,C19052,44320,ANGLO-NORTH IRISH FPO LTD,26.25,153,450,375.75,1968,S,NLD,N,N
BELFAST,UNSPECIFIED IRISH PORT,B932,MARE GRATIA,C17927,50330,THE FPO LTD,43.51,315,744,769.9,,S,,N,N
BELFAST,BELFAST,N200,HAVILAH,C20553,50376,NORTHERN IRELAND FPO LTD,51.9,742,2025,1430.25,1999,S,NOR,N,N
BELFAST,LONDONDERRY,N905,VOYAGER,C19762,50294,ANGLO-NORTH IRISH FPO LTD,75.4,3145,8000,4776.24,2010,S,DNK,N,N
BRIXHAM,BRIXHAM,PW31,CELTIC MOR OF NEWQUAY,A21361,44669,NON-SECTOR,10.67,13.92,85,83.171,1984,F,GBR,Y,N
BRIXHAM,DARTMOUTH,DH20,MAGNUM,A16312,10373,NON-SECTOR,11.3,13.59,97,91.11,1979,F,GBR,Y,N
BRIXHAM,BRIXHAM,ST7,VIRGO,A21824,50333,NON-SECTOR,11.33,16.39,179,132.328,1984,F,,Y,N
BRIXHAM,EXMOUTH,SM241,TWO BROTHERS II,A22858,11931,SOUTH WESTERN FPO LTD,11.49,16.02,164.12,123.95,1987,S,GBR,N,Y
BRIXHAM,DARTMOUTH,DH63,SKERRY BELLE,A16340,11631,NON-SECTOR,11.52,10.5,63,77.886,1974,W,GBR,Y,Y
BRIXHAM,EXMOUTH,PH429,SHELLEY MARIE,A21241,10258,SOUTH WESTERN FPO LTD,11.62,39.15,179,135.164,1988,S,GBR,N,Y
BRIXHAM,BRIXHAM,BM487,KATY JANE,B11057,11359,SOUTH WESTERN FPO LTD,11.7,21.04,184,134.28,1989,S,NLD,N,Y
BRIXHAM,BRIXHAM,P29,EQUINOX,B14348,11682,CORNISH FPO LTD,11.85,14.71,197,144.345,1995,W,GBR,N,N
BRIXHAM,BRIXHAM,WH768,ROYAL ESCAPE,C19922,11537,NON-SECTOR,11.95,14.39,94.74,101.188,1974,W,GBR,Y,N
BRIXHAM,EXMOUTH,E316,BETTY G II,C19433,12075,CORNISH FPO LTD,11.95,28.7,220,165.442,2008,S,GBR,N,Y
BRIXHAM,TORQUAY,BM482,MARY ANNE,C16250,11932,SOUTH WESTERN FPO LTD,11.98,18.07,175,137.931,1997,S,GBR,N,Y
BRIXHAM,EXMOUTH,BH220,REJOICE,B10111,11941,SOUTH WESTERN FPO LTD,11.99,32.8,221,161.798,1989,S,GBR,N,Y
BRIXHAM,DARTMOUTH,PZ75,WILLIAM HARVEY,A21585,10907,NON-SECTOR,12.64,20.71,97,101.794,1958,W,FRA,Y,N
BRIXHAM,DARTMOUTH,DH119,NORTHERN CLIPPER,A16368,10385,NON-SECTOR,13.04,27.45,112,113.905,1971,W,FRA,Y,N
BRIXHAM,BEER,BM517,KASEY MARIE,A10247,11465,NON-SECTOR,13.4,35.56,221,166.45,1983,S,GBR,N,Y
BRIXHAM,BRIXHAM,DH99,SUPERB-US,A16360,10382,NON-SECTOR,13.57,22.96,82,99.322,1964,W,GBR,Y,Y
BRIXHAM,BRIXHAM,BM147,MALKERRY,A22648,11038,SOUTH WESTERN FPO LTD,13.72,44.7,216,164.428,1985,S,GBR,N,Y
BRIXHAM,BRIXHAM,BM12,SYDO,A14750,10225,SOUTH WESTERN FPO LTD,13.75,28.01,126,123.8,1954,W,NOR,N,Y
BRIXHAM,BRIXHAM,BM265,JOANNA C,A14928,10280,SOUTH WESTERN FPO LTD,13.94,38.07,205,164.599,1980,S,GBR,N,Y
BRIXHAM,BRIXHAM,BM19,MARINA EMIEL,C20138,12392,NON-SECTOR,13.95,43.37,221,187.753,2012,S,GBR,N,Y
BRIXHAM,BRIXHAM,BM2,HANNAH D,B12187,11844,NON-SECTOR,13.95,32.04,187,151.807,1991,S,GBR,N,Y
BRIXHAM,BRIXHAM,BM63,LADY L,C17230,11629,SOUTH WESTERN FPO LTD,13.97,37.25,220,180.026,2001,S,GBR,N,Y
BRIXHAM,BRIXHAM,BM271,ANGELENA,A22871,12431,SOUTH WESTERN FPO LTD,13.99,29.61,221,167.721,1988,W,UNK,N,N
BRIXHAM,DARTMOUTH,DH149,NEWBROOK,A16386,10387,NON-SECTOR,14.31,20.25,70,94.607,1960,W,GBR,Y,N
BRIXHAM,BRIXHAM,BM258,HELEN CLAIRE,A14921,10277,NON-SECTOR,14.39,26.82,149,139,1959,W,FRA,Y,N
BRIXHAM,BRIXHAM,BM560,MYSHA LUCY,A18824,50337,SOUTH WESTERN FPO LTD,14.7,33.24,154,147.798,1970,W,FRA,N,N
BRIXHAM,TEIGNMOUTH,TH117,GIRL RONA,A23504,11121,SOUTH WESTERN FPO LTD,14.83,38.98,216,174.168,1980,S,GBR,N,Y
BRIXHAM,BRIXHAM,BM1,EMULATE,C18064,12250,SOUTH WESTERN FPO LTD,14.95,45.64,221,187.655,,,,N,Y
BRIXHAM,BRIXHAM,BM176,EBONNIE,C18533,11125,NON-SECTOR,14.95,69.45,223,188.555,2005,S,GBR,Y,N
BRIXHAM,BRIXHAM,DH10,AQUILA,C18817,12131,NON-SECTOR,14.95,59.29,357,248.855,2006,S,GBR,Y,Y
BRIXHAM,BRIXHAM,TH257,GERRY ANN C,A23531,11124,SOUTH WESTERN FPO LTD,14.96,33.88,209,171.842,1975,S,GBR,N,Y
BRIXHAM,EXMOUTH,BM127,HARVESTER,C16630,11854,CORNISH FPO LTD,14.96,39.17,221,183.974,1999,S,GBR,N,Y
BRIXHAM,BRIXHAM,BM222,SEA OTTER,A19088,12224,SOUTH WESTERN FPO LTD,14.97,40.33,220.6,176.216,1984,S,GBR,N,Y
BRIXHAM,EXMOUTH,E495,AMY R,C16629,11874,SOUTH WESTERN FPO LTD,14.97,39.02,221,184.031,1999,S,GBR,N,Y
BRIXHAM,BRIXHAM,E444,GIRL DEBRA,C17175,11119,CORNISH FPO LTD,14.98,55.51,221,192.026,2000,S,GBR,N,Y
BRIXHAM,BRIXHAM,BM484,CONSTANT FRIEND,C16304,11786,SOUTH WESTERN FPO LTD,14.99,40.75,219.8,183.903,1998,S,GBR,N,Y
BRIXHAM,DARTMOUTH,DH17,EXCEL,A16309,10372,NON-SECTOR,16.04,31,138,146.791,1971,W,GBR,Y,N
BRIXHAM,BRIXHAM,TH77,EUROCLYDON,A23481,11990,NON-SECTOR,18.2,108,298,245.12,1987,S,GBR,Y,N
BRIXHAM,BRIXHAM,BM29,Q-VARL,A17664,44645,SCOTTISH FISHERMENS ORGANISATION,18.25,85,372,288.033,1988,S,GBR,N,Y
BRIXHAM,DARTMOUTH,DH110,KINGFISHER,B10155,11255,NON-SECTOR,18.35,122,220,210.935,1989,S,NLD,Y,N
BRIXHAM,BRIXHAM,BM77,JACOBA,A19955,12357,SOUTH WESTERN FPO LTD,22.18,126,220,249.824,1988,S,GBR,N,Y
BRIXHAM,DARTMOUTH,DH5,WILLIAM HENRY II,B10066,11238,NON-SECTOR,22.5,185,399.8,331.11,1989,S,NLD,Y,N
BRIXHAM,BRIXHAM,BM10,EMILIA JAYNE,B11832,11827,SOUTH WESTERN FPO LTD,23,125,221,241.82,1991,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM23,CARHELMAR,B10649,11304,INTERFISH,23.8,128,220,261.316,1989,S,NLD,N,N
BRIXHAM,BRIXHAM,BM111,CATHARINA,C19045,11930,CORNISH FPO LTD,23.97,160,448,369.39,1992,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM172,KERRIE MARIE,C19242,11986,SOUTH WESTERN FPO LTD,23.97,150,221,263.645,2000,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM181,SASHA EMIEL,C19448,12437,SOUTH WESTERN FPO LTD,23.97,150,221,262.446,1998,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM7,LADY MAUREEN,C19878,12361,SOUTH WESTERN FPO LTD,23.97,151,221,263.645,2001,S,NLD,N,N
BRIXHAM,BRIXHAM,BM110,LADY LOU,C19911,12123,SOUTH WESTERN FPO LTD,23.98,159,221,267.55,1990,S,NLD,N,N
BRIXHAM,BRIXHAM,BM112,SYLVIA T,C19943,12130,SOUTH WESTERN FPO LTD,23.98,119.62,221,267.55,,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM224,AMBER J,A14865,10248,SOUTH WESTERN FPO LTD,23.98,89,221,241.412,1962,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM55,ANGEL EMIEL,C20107,12153,SOUTH WESTERN FPO LTD,23.99,159,221,265.461,1999,S,NLD,N,Y
BRIXHAM,BRIXHAM,TH7,AMADEUS,B13497,12044,CORNISH FPO LTD,24.5,258,401,366.895,1992,S,GBS,Y,N
BRIXHAM,BRIXHAM,BM51,HARM JOHANNES,A14782,12359,SOUTH WESTERN FPO LTD,25.4,83,221,242.452,1954,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM28,EMILY ROSE,A14868,10249,SOUTH WESTERN FPO LTD,26.15,105,221,258.965,1967,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM188,LLOYD TYLER,A14879,10255,SOUTH WESTERN FPO LTD,26.2,151,507,411.55,1970,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM225,JORDAN A,A19044,10760,SOUTH WESTERN FPO LTD,27.53,139,596.8,441.999,1968,S,OTH,N,Y
BRIXHAM,BRIXHAM,FD100,CHRISTINA,B11998,11998,SOUTH WESTERN FPO LTD,28,188,745,531.25,1973,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM128,HOLLY ANNE,A14840,10239,SOUTH WESTERN FPO LTD,28.15,167,701,512.5,1968,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM218,HARINGVLIET,A14899,11810,SOUTH WESTERN FPO LTD,29.75,150,704.78,540.871,1968,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM208,JACOMINA,A14927,10279,SOUTH WESTERN FPO LTD,29.85,153,563,444.39,1968,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM100,LADY T EMIEL,A14820,10235,SOUTH WESTERN FPO LTD,30.3,232,749,558.24,1980,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM140,GEESKE,B11368,11406,SOUTH WESTERN FPO LTD,30.4,171,588,474.36,1971,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM361,BARENTSZEE,B13137,11504,SOUTH WESTERN FPO LTD,30.55,249,709,557.34,1984,S,BEL,N,Y
BRIXHAM,BRIXHAM,BM478,DANIELLE,B14531,11762,NON-SECTOR,31.99,250,634,525.225,1973,S,NLD,N,Y
BRIXHAM,BRIXHAM,BM362,VAN DIJCK,B11898,11444,NON-SECTOR,33.53,203,746,587.175,1974,S,BEL,N,Y
BRIXHAM,BRIXHAM,BM15,MARTINE,C18561,11905,SOUTH WESTERN FPO LTD,34,205,855,622.75,1973,S,NLD,N,Y
BUCKIE,BUCKIE,INS93,EMULOUS,C20541,41703,SCOTTISH FISHERMENS ORGANISATION,10.64,12.28,95,88.502,1989,W,GBR,N,N
BUCKIE,BUCKIE,BCK626,INSCHALLA,C19024,11859,NON-SECTOR,10.84,10.48,90,83.21,1979,S,GBR,Y,N
BUCKIE,BUCKIE,BF3,JASPER II,B11366,44721,NON-SECTOR,10.93,15.29,112,97.508,1990,W,GBR,Y,N
BUCKIE,LOSSIEMOUTH,INS5,BOY BRYAN,A23212,40187,NON-SECTOR,11.35,6.12,90,74.55,1987,S,GBR,N,N
BUCKIE,BUCKIE,BCK70,HELENUS,A12844,40766,NON-SECTOR,11.48,16.44,70,79.257,1971,W,GBR,N,N
BUCKIE,BUCKIE,BCK215,BLUE SKY,A23004,11075,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,13.4,27.66,149,135.39,1985,S,GBR,N,N
BUCKIE,BUCKIE,BCK101,ARROW,A22446,44674,ORKNEY FPO LTD,13.47,25.69,190,151.638,1985,S,GBR,N,N
BUCKIE,BUCKIE,BCK635,NAURU,A20986,41595,NON-SECTOR,14.95,53.98,220,181.973,1974,S,GBR,N,Y
BUCKIE,BUCKIE,BCK35,CALEDONIA II,C17250,40965,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,16.7,106,375,276.465,2001,S,GBR,N,N
BUCKIE,BUCKIE,BF61,TRANSCEND,C17259,40163,SCOTTISH FISHERMENS ORGANISATION,19.92,168,446,345.319,2000,S,ESP,N,N
BUCKIE,BUCKIE,BCK262,ACCORD,A11558,44258,SCOTTISH FISHERMENS ORGANISATION,21.03,126,369,308.423,1979,U,UNK,N,N
BUCKIE,BUCKIE,BCK17,MORAY ENDEAVOUR,C16313,41001,SCOTTISH FISHERMENS ORGANISATION,21.2,189,518,378.532,1997,W,GBR,N,Y
BUCKIE,BUCKIE,BCK83,OCEAN REWARD IV,C16160,40818,SCOTTISH FISHERMENS ORGANISATION,21.22,180,438,342.669,1997,W,GBR,N,N
BUCKIE,BUCKIE,BCK265,CONQUEST,A10521,40038,SCOTTISH FISHERMENS ORGANISATION,22.86,167,369,328.585,1984,W,GBR,N,N
BUCKIE,BUCKIE,BCK303,EMERALD DAWN,C19801,41599,NON-SECTOR,23,164,447,366.75,1999,S,ESP,N,Y
BUCKIE,BUCKIE,BF268,DISCOVERY,A14225,41028,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,23.38,145,492,380.384,1981,S,GBR,N,
BUCKIE,BUCKIE,BF205,SEARCHER,B10135,41102,SCOTTISH FISHERMENS ORGANISATION,23.71,227,485,393.704,1988,S,GBR,N,N
BUCKIE,BUCKIE,BCK595,DEESIDE,B11081,40753,ABERDEEN FPO LTD,24.35,216,570,433.525,1989,S,GBR,N,N
BUCKIE,HOPEMAN,INS167,ARCTURUS,A11699,44288,ABERDEEN FPO LTD,24.56,192,403,359.901,1984,S,GBS,N,N
BUCKIE,BUCKIE,PD235,CALISHA,A23327,11963,NON-SECTOR,26.24,121,441,369.01,1968,S,NLD,N,Y
BUCKIE,BUCKIE,DS7,TJEERD JACOBA,A15179,10322,NORTH SEA FISHERMENS ORGANISATION LTD,26.29,149,221,272.964,1968,S,NLD,N,Y
BUCKIE,HOPEMAN,INS127,ARDENT II,A11752,44305,ABERDEEN FPO LTD,26.7,251,428,392.85,1986,S,GBR,N,N
BUCKIE,BUCKIE,BCK81,KESTREL,A10572,40914,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,30.2,180,745.09,546.69,1973,S,UNK,N,Y
BUCKIE,BUCKIE,BCK19,GENESIS,C18350,11937,NON-SECTOR,35.7,298,492,482.724,1977,S,NOR,N,N
BUCKIE,BUCKIE,DS8,SYLVIA BOWERS,C17098,40927,NORTH SEA FISHERMENS ORGANISATION LTD,36.75,413,739,641.25,1988,S,BEL,N,Y
BUCKIE,BUCKIE,BCK40,QUO VADIS,C17805,41025,NORTH SEA FISHERMENS ORGANISATION LTD,42.36,499,1492,1031.46,1996,S,,N,N
CAMPBELTOWN,ISLAY,CN3,MAGGIE B,B10160,50917,NON-SECTOR,10.1,14.31,238,144.167,1988,F,GBR,Y,N
CAMPBELTOWN,CAMPBELTOWN,BA61,GIRL SHARON,A10269,10028,NON-SECTOR,10.76,10.32,55.95,66.173,1970,W,GBR,N,Y
CAMPBELTOWN,BUTE,RO5,LEVEN MOR,A13352,40303,SCOTTISH FISHERMENS ORGANISATION,10.79,13.91,81.4,81.624,1977,F,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,SY46,FRAOCH GEAL,A18715,41104,NON-SECTOR,10.93,11.65,85,82.517,1980,F,,Y,N
CAMPBELTOWN,CAMPBELTOWN,K99,OBSESSION,C18159,11548,NON-SECTOR,11,11.48,93,86.95,1986,F,GBR,Y,N
CAMPBELTOWN,CAMPBELTOWN,OB353,FIVE SISTERS,A13257,41096,WEST OF SCOTLAND FPO LTD,11,13.19,112,95.5,1983,F,UNK,N,N
CAMPBELTOWN,CAMPBELTOWN,OB187,CREST,A11804,40171,NON-SECTOR,11.03,11.54,82,78.593,1975,F,GBR,Y,Y
CAMPBELTOWN,CARRADALE,CY26,DUNAN STAR,B12305,12412,NON-SECTOR,11.19,13.64,94.7,85.92,1979,F,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,TT183,STELLA MARIS,B10395,11142,NON-SECTOR,11.2,13.17,148,114.984,1988,S,GBR,N,Y
CAMPBELTOWN,ISLAY,CN96,CLANSMAN,A11106,40113,NON-SECTOR,11.5,12.37,145,114.7,1988,F,GBR,N,Y
CAMPBELTOWN,CAMPBELTOWN,CN131,GIRL ERRIN,A12318,41012,ORKNEY FPO LTD,11.56,15,108,101.082,1975,W,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,TT77,SILVER SPRAY 111,A11899,40181,SCOTTISH FISHERMENS ORGANISATION,11.73,24.93,82,86.987,1986,W,,Y,Y
CAMPBELTOWN,CAMPBELTOWN,CN53,ZOLEE,C19050,41111,WEST OF SCOTLAND FPO LTD,11.8,9.52,312,199.4,2007,F,GBR,Y,N
CAMPBELTOWN,TARBERT,TT267,SCOTIA STAR,C18093,41091,SCOTTISH FISHERMENS ORGANISATION,11.87,18.16,130,112.152,2003,S,GBR,N,Y
CAMPBELTOWN,CAMPBELTOWN,TT5,KATHLEEN,B12598,40996,NON-SECTOR,11.91,16.85,138,111.407,1991,S,GBR,N,Y
CAMPBELTOWN,BUTE,TT277,ELLA M,A13364,40304,SCOTTISH FISHERMENS ORGANISATION,12.17,19.5,89,97.614,1964,W,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,CN16,ASPIRE II,A12284,44392,NORTHERN IRELAND FPO LTD,12.18,24.13,128,117.404,1975,W,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,CN78,ADORATION II,A11093,40541,NON-SECTOR,12.24,19.74,73,86.706,1964,W,GBR,N,
CAMPBELTOWN,CAMPBELTOWN,OB141,HARVEST MOON,B14709,11731,SCOTTISH FISHERMENS ORGANISATION,12.88,32.57,149,132.094,1996,W,GBR,N,N
CAMPBELTOWN,TARBERT,TT100,NANCY GLEN,B12281,44743,SCOTTISH FISHERMENS ORGANISATION,12.98,26.41,201,156.648,1991,S,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,K970,KAYLEIGH M,B12063,41088,NON-SECTOR,13.1,33.64,145.47,134.892,1991,S,GBR,N,Y
CAMPBELTOWN,CAMPBELTOWN,TT26,MARGARITA,B14781,10521,SCOTTISH FISHERMENS ORGANISATION,13.38,31.58,125,121.009,1982,W,EIR,N,Y
CAMPBELTOWN,CAMPBELTOWN,CN4,KATIE CLAIRE,B14859,11756,NON-SECTOR,13.45,30.86,145,136.804,1996,S,GBR,N,Y
CAMPBELTOWN,TARBERT,TT104,FIONNAGHAL,B10978,44708,SCOTTISH FISHERMENS ORGANISATION,13.84,12.49,179,150.165,1989,S,GBR,N,N
CAMPBELTOWN,ISLAY,CN322,OCEAN HERALD,A12249,40808,NON-SECTOR,14.94,28.95,190,162.59,1970,W,UNK,Y,Y
CAMPBELTOWN,CAMPBELTOWN,CN20,CRYSTAL DAWN,C19931,41508,NON-SECTOR,14.95,60.28,186,180.875,2011,S,GBR,N,Y
CAMPBELTOWN,CARRADALE,ME19,ANGUS ROSE III,A12732,40507,WEST OF SCOTLAND FPO LTD,15.18,36,191,165.949,1969,W,GBR,N,Y
CAMPBELTOWN,CARRADALE,TT34,CALEDONIA,A24180,40945,SCOTTISH FISHERMENS ORGANISATION,16.04,62.2,280,211.974,1973,W,GBR,N,Y
CAMPBELTOWN,CARRADALE,KY322,GUIDING STAR,A12216,40938,NORTHERN IRELAND FPO LTD,16.15,39,172.5,159.99,1959,W,GBR,Y,Y
CAMPBELTOWN,TARBERT,OB84,SILVER FERN,A11420,44214,SCOTTISH FISHERMENS ORGANISATION,16.27,47,272,211.722,1971,W,GBR,N,Y
CAMPBELTOWN,CAMPBELTOWN,TT279,DESTINY,A11343,44206,SCOTTISH FISHERMENS ORGANISATION,16.31,50,272.29,212.072,1974,W,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,CN394,SHANGRI-LA,A12402,50052,SCOTTISH FISHERMENS ORGANISATION,16.49,42,179,170.421,1967,W,GBR,N,N
CAMPBELTOWN,KILKEEL,TT37,SILVER LINING III,A24060,41100,SCOTTISH FISHERMENS ORGANISATION,16.61,39,228,189.969,1973,W,GBR,N,Y
CAMPBELTOWN,CAMPBELTOWN,CN153,JENISKA,A12204,44371,SCOTTISH FISHERMENS ORGANISATION,16.68,42,179,164.45,1971,W,GBS,N,N
CAMPBELTOWN,CAMPBELTOWN,CN207,ALLIANCE,A10720,40071,WEST OF SCOTLAND FPO LTD,16.76,51,201,178.272,1975,W,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,CN258,ATLAS,A10200,44029,SCOTTISH FISHERMENS ORGANISATION,16.79,66,276,215.202,1973,W,GBR,N,Y
CAMPBELTOWN,BRIDLINGTON,FR141,RADIANT MORN,A11486,50243,NORTHERN PRODUCERS ORGANISATION LTD,16.85,52,213,188.862,1974,W,GBR,N,N
CAMPBELTOWN,TARBERT,TT137,FRIGATE BIRD,A10176,41460,SCOTTISH FISHERMENS ORGANISATION,17.04,65,279.75,219.948,1977,W,GBS,N,N
CAMPBELTOWN,CAMPBELTOWN,TT57,MARYEARED,A10687,10083,SCOTTISH FISHERMENS ORGANISATION,17.07,75,235,199.976,1979,W,UNK,N,N
CAMPBELTOWN,WHITBY,BF177,HARVEST REAPER II,A11822,40785,SCOTTISH FISHERMENS ORGANISATION,17.07,97,282,215.493,1980,W,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,BF234,MAJESTIC III,A10782,41708,NON-SECTOR,17.11,56,299.8,228.16,1973,W,GBR,N,Y
CAMPBELTOWN,CAMPBELTOWN,BF80,RELIANCE,A10745,12002,SCOTTISH FISHERMENS ORGANISATION,18.11,126,530,363.097,1988,W,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,SY79,GOOD INTENT,A13180,44505,SCOTTISH FISHERMENS ORGANISATION,18.21,86,208,204.681,1981,W,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,BCK32,AUBRETIA,A10536,40041,SCOTTISH FISHERMENS ORGANISATION,18.23,116,369,289.103,1986,W,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,PD354,FEAR NOT II,A13271,40296,SCOTTISH FISHERMENS ORGANISATION,18.26,120,425,315.418,1986,W,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,CN35,AMY HARRIS IV,A24152,50255,SCOTTISH FISHERMENS ORGANISATION,18.5,93,280,237.925,1979,W,GBR,N,N
